RevisionColumn,NACE2008A21,periods,SZCLS_EMPL,Indicators,Units,ValueColumn
"r_1","S","2019","4","3.1.1.03.3","1000BGN","35856"
"r_1","S","2019","4","3.1.1.03.4","1000BGN","129443"
"r_1","S","2019","4","3.1.1.03.5","1000BGN","118702"
"r_1","S","2020","4","3.1.1.03.1","num","173"
"r_1","S","2020","4","3.1.1.03.2","num","2835"
"r_1","S","2020","4","3.1.1.03.3","1000BGN","43747"
"r_1","S","2020","4","3.1.1.03.4","1000BGN","118688"
"r_1","S","2020","4","3.1.1.03.5","1000BGN","104805"
"r_1","S","2008","5","3.1.1.03.1","num","11"
"r_1","S","2008","5","3.1.1.03.2","num","795"
"r_1","S","2008","5","3.1.1.03.3","1000BGN","5812"
"r_1","S","2008","5","3.1.1.03.4","1000BGN","21282"
"r_1","S","2008","5","3.1.1.03.5","1000BGN","23321"
"r_1","S","2009","5","3.1.1.03.1","num","9"
"r_1","S","2009","5","3.1.1.03.2","num","697"
"r_1","S","2009","5","3.1.1.03.3","1000BGN","3652"
"r_1","S","2009","5","3.1.1.03.4","1000BGN","23617"
"r_1","S","2009","5","3.1.1.03.5","1000BGN","22497"
"r_1","S","2010","5","3.1.1.03.1","num","9"
"r_1","S","2010","5","3.1.1.03.2","num","567"
"r_1","S","2010","5","3.1.1.03.3","1000BGN","8812"
"r_1","S","2010","5","3.1.1.03.4","1000BGN","13597"
"r_1","S","2010","5","3.1.1.03.5","1000BGN","12377"
"r_1","S","2011","5","3.1.1.03.1","num","7"
"r_1","S","2011","5","3.1.1.03.2","num","476"
"r_1","S","2011","5","3.1.1.03.3","1000BGN","3251"
"r_1","S","2011","5","3.1.1.03.4","1000BGN","11630"
"r_1","S","2011","5","3.1.1.03.5","1000BGN","10795"
"r_1","S","2012","5","3.1.1.03.1","num","7"
"r_1","S","2012","5","3.1.1.03.2","num","488"
"r_1","S","2012","5","3.1.1.03.3","1000BGN","2392"
"r_1","S","2012","5","3.1.1.03.4","1000BGN","12777"
"r_1","S","2012","5","3.1.1.03.5","1000BGN","12021"
"r_1","S","2013","5","3.1.1.03.1","num","8"
"r_1","S","2013","5","3.1.1.03.2","num","558"
"r_1","S","2013","5","3.1.1.03.3","1000BGN","1980"
"r_1","S","2013","5","3.1.1.03.4","1000BGN","19530"
"r_1","S","2013","5","3.1.1.03.5","1000BGN","17728"
"r_1","S","2014","5","3.1.1.03.1","num","8"
"r_1","S","2014","5","3.1.1.03.2","num","718"
"r_1","S","2014","5","3.1.1.03.3","1000BGN","10037"
"r_1","S","2014","5","3.1.1.03.4","1000BGN","23278"
"r_1","S","2014","5","3.1.1.03.5","1000BGN","23015"
"r_1","S","2015","5","3.1.1.03.1","num",".."
"r_1","S","2015","5","3.1.1.03.2","num",".."
"r_1","S","2015","5","3.1.1.03.3","1000BGN",".."
"r_1","S","2015","5","3.1.1.03.4","1000BGN",".."
"r_1","S","2015","5","3.1.1.03.5","1000BGN",".."
"r_1","S","2016","5","3.1.1.03.1","num",".."
"r_1","S","2016","5","3.1.1.03.2","num",".."
"r_1","S","2016","5","3.1.1.03.3","1000BGN",".."
"r_1","S","2016","5","3.1.1.03.4","1000BGN",".."
"r_1","S","2016","5","3.1.1.03.5","1000BGN",".."
"r_1","S","2017","5","3.1.1.03.1","num",".."
"r_1","S","2017","5","3.1.1.03.2","num",".."
"r_1","S","2017","5","3.1.1.03.3","1000BGN",".."
"r_1","S","2017","5","3.1.1.03.4","1000BGN",".."
"r_1","S","2017","5","3.1.1.03.5","1000BGN",".."
"r_1","S","2018","5","3.1.1.03.1","num",".."
"r_1","S","2018","5","3.1.1.03.2","num",".."
"r_1","S","2018","5","3.1.1.03.3","1000BGN",".."
"r_1","S","2018","5","3.1.1.03.4","1000BGN",".."
"r_1","S","2018","5","3.1.1.03.5","1000BGN",".."
"r_1","S","2019","5","3.1.1.03.1","num","11"
"r_1","S","2019","5","3.1.1.03.2","num","1031"
"r_1","S","2019","5","3.1.1.03.3","1000BGN","11823"
"r_1","S","2019","5","3.1.1.03.4","1000BGN","43393"
"r_1","S","2019","5","3.1.1.03.5","1000BGN","42292"
"r_1","S","2020","5","3.1.1.03.1","num","8"
"r_1","S","2020","5","3.1.1.03.2","num","542"
"r_1","S","2020","5","3.1.1.03.3","1000BGN","7430"
"r_1","S","2020","5","3.1.1.03.4","1000BGN","35097"
"r_1","S","2020","5","3.1.1.03.5","1000BGN","33935"
"r_1","S","2008","6","3.1.1.03.1","num","-"
"r_1","S","2008","6","3.1.1.03.2","num","-"
"r_1","S","2008","6","3.1.1.03.3","1000BGN","-"
"r_1","S","2008","6","3.1.1.03.4","1000BGN","-"
"r_1","S","2008","6","3.1.1.03.5","1000BGN","-"
"r_1","S","2009","6","3.1.1.03.1","num","-"
"r_1","S","2009","6","3.1.1.03.2","num","-"
"r_1","S","2009","6","3.1.1.03.3","1000BGN","-"
"r_1","S","2009","6","3.1.1.03.4","1000BGN","-"
"r_1","S","2009","6","3.1.1.03.5","1000BGN","-"
"r_1","S","2010","6","3.1.1.03.1","num","-"
"r_1","S","2010","6","3.1.1.03.2","num","-"
"r_1","S","2010","6","3.1.1.03.3","1000BGN","-"
"r_1","S","2010","6","3.1.1.03.4","1000BGN","-"
"r_1","S","2010","6","3.1.1.03.5","1000BGN","-"
"r_1","S","2011","6","3.1.1.03.1","num","-"
"r_1","S","2011","6","3.1.1.03.2","num","-"
"r_1","S","2011","6","3.1.1.03.3","1000BGN","-"
"r_1","S","2011","6","3.1.1.03.4","1000BGN","-"
"r_1","S","2011","6","3.1.1.03.5","1000BGN","-"
"r_1","S","2012","6","3.1.1.03.1","num","-"
"r_1","S","2012","6","3.1.1.03.2","num","-"
"r_1","S","2012","6","3.1.1.03.3","1000BGN","-"
"r_1","S","2012","6","3.1.1.03.4","1000BGN","-"
"r_1","S","2012","6","3.1.1.03.5","1000BGN","-"
"r_1","S","2013","6","3.1.1.03.1","num","-"
"r_1","S","2013","6","3.1.1.03.2","num","-"
"r_1","S","2013","6","3.1.1.03.3","1000BGN","-"
"r_1","S","2013","6","3.1.1.03.4","1000BGN","-"
"r_1","S","2013","6","3.1.1.03.5","1000BGN","-"
"r_1","S","2014","6","3.1.1.03.1","num","-"
"r_1","S","2014","6","3.1.1.03.2","num","-"
"r_1","S","2014","6","3.1.1.03.3","1000BGN","-"
"r_1","S","2014","6","3.1.1.03.4","1000BGN","-"
"r_1","S","2014","6","3.1.1.03.5","1000BGN","-"
"r_1","S","2015","6","3.1.1.03.1","num",".."
"r_1","S","2015","6","3.1.1.03.2","num",".."
"r_1","S","2015","6","3.1.1.03.3","1000BGN",".."
"r_1","S","2015","6","3.1.1.03.4","1000BGN",".."
"r_1","S","2015","6","3.1.1.03.5","1000BGN",".."
"r_1","S","2016","6","3.1.1.03.1","num",".."
"r_1","S","2016","6","3.1.1.03.2","num",".."
"r_1","S","2016","6","3.1.1.03.3","1000BGN",".."
"r_1","S","2016","6","3.1.1.03.4","1000BGN",".."
"r_1","S","2016","6","3.1.1.03.5","1000BGN",".."
"r_1","S","2017","6","3.1.1.03.1","num",".."
"r_1","S","2017","6","3.1.1.03.2","num",".."
"r_1","S","2017","6","3.1.1.03.3","1000BGN",".."
"r_1","S","2017","6","3.1.1.03.4","1000BGN",".."
"r_1","S","2017","6","3.1.1.03.5","1000BGN",".."
"r_1","S","2018","6","3.1.1.03.1","num",".."
"r_1","S","2018","6","3.1.1.03.2","num",".."
"r_1","S","2018","6","3.1.1.03.3","1000BGN",".."
"r_1","S","2018","6","3.1.1.03.4","1000BGN",".."
"r_1","S","2018","6","3.1.1.03.5","1000BGN",".."
"r_1","S","2019","6","3.1.1.03.1","num","-"
"r_1","S","2019","6","3.1.1.03.2","num","-"
"r_1","S","2019","6","3.1.1.03.3","1000BGN","-"
"r_1","S","2019","6","3.1.1.03.4","1000BGN","-"
"r_1","S","2019","6","3.1.1.03.5","1000BGN","-"
"r_1","S","2020","6","3.1.1.03.1","num","-"
"r_1","S","2020","6","3.1.1.03.2","num","-"
"r_1","S","2020","6","3.1.1.03.3","1000BGN","-"
"r_1","S","2020","6","3.1.1.03.4","1000BGN","-"
"r_1","S","2020","6","3.1.1.03.5","1000BGN","-"
"r_2","1","2021","0","3.1.1.03.1","num","412878"
"r_2","1","2021","0","3.1.1.03.2","num","2128574"
"r_2","1","2021","0","3.1.1.03.3","1000BGN","123853235"
"r_2","1","2021","0","3.1.1.03.4","1000BGN","405921606"
"r_2","1","2021","0","3.1.1.03.5","1000BGN","372480807"
"r_2","1","2021","1","3.1.1.03.1","num","383592"
"r_2","1","2021","1","3.1.1.03.2","num","670877"
"r_2","1","2021","1","3.1.1.03.3","1000BGN","40250923"
"r_2","1","2021","1","3.1.1.03.4","1000BGN","103205809"
"r_2","1","2021","1","3.1.1.03.5","1000BGN","92777009"
"r_2","1","2021","4","3.1.1.03.1","num","24096"
"r_2","1","2021","4","3.1.1.03.2","num","470575"
"r_2","1","2021","4","3.1.1.03.3","1000BGN","20221392"
"r_2","1","2021","4","3.1.1.03.4","1000BGN","95630303"
"r_2","1","2021","4","3.1.1.03.5","1000BGN","88319715"
"r_2","1","2021","5","3.1.1.03.1","num","4436"
"r_2","1","2021","5","3.1.1.03.2","num","435345"
"r_2","1","2021","5","3.1.1.03.3","1000BGN","18930546"
"r_2","1","2021","5","3.1.1.03.4","1000BGN","92464663"
"r_2","1","2021","5","3.1.1.03.5","1000BGN","85974185"
"r_2","1","2021","6","3.1.1.03.1","num","754"
"r_2","1","2021","6","3.1.1.03.2","num","551777"
"r_2","1","2021","6","3.1.1.03.3","1000BGN","44450374"
"r_2","1","2021","6","3.1.1.03.4","1000BGN","114620831"
"r_2","1","2021","6","3.1.1.03.5","1000BGN","105409898"
"r_2","A","2021","0","3.1.1.03.1","num","18579"
"r_2","A","2021","0","3.1.1.03.2","num","79379"
"r_2","A","2021","0","3.1.1.03.3","1000BGN","9281965"
"r_2","A","2021","0","3.1.1.03.4","1000BGN","12599446"
"r_2","A","2021","0","3.1.1.03.5","1000BGN","10153526"
"r_2","A","2021","1","3.1.1.03.1","num","16956"
"r_2","A","2021","1","3.1.1.03.2","num","32830"
"r_2","A","2021","1","3.1.1.03.3","1000BGN","3426186"
"r_2","A","2021","1","3.1.1.03.4","1000BGN","5269094"
"r_2","A","2021","1","3.1.1.03.5","1000BGN","4095617"
"r_2","A","2021","4","3.1.1.03.1","num","1510"
"r_2","A","2021","4","3.1.1.03.2","num","27570"
"r_2","A","2021","4","3.1.1.03.3","1000BGN","3920057"
"r_2","A","2021","4","3.1.1.03.4","1000BGN","4984374"
"r_2","A","2021","4","3.1.1.03.5","1000BGN","3976029"
"r_2","A","2021","5","3.1.1.03.1","num","101"
"r_2","A","2021","5","3.1.1.03.2","num","8512"
"r_2","A","2021","5","3.1.1.03.3","1000BGN","1282621"
"r_2","A","2021","5","3.1.1.03.4","1000BGN","1747504"
"r_2","A","2021","5","3.1.1.03.5","1000BGN","1503459"
"r_2","A","2021","6","3.1.1.03.1","num","12"
"r_2","A","2021","6","3.1.1.03.2","num","10467"
"r_2","A","2021","6","3.1.1.03.3","1000BGN","653101"
"r_2","A","2021","6","3.1.1.03.4","1000BGN","598474"
"r_2","A","2021","6","3.1.1.03.5","1000BGN","578421"
"r_2","B","2021","0","3.1.1.03.1","num","338"
"r_2","B","2021","0","3.1.1.03.2","num","19406"
"r_2","B","2021","0","3.1.1.03.3","1000BGN","1759214"
"r_2","B","2021","0","3.1.1.03.4","1000BGN","4012363"
"r_2","B","2021","0","3.1.1.03.5","1000BGN","3009184"
"r_2","B","2021","1","3.1.1.03.1","num","225"
"r_2","B","2021","1","3.1.1.03.2","num","442"
"r_2","B","2021","1","3.1.1.03.3","1000BGN","82875"
"r_2","B","2021","1","3.1.1.03.4","1000BGN","99337"
"r_2","B","2021","1","3.1.1.03.5","1000BGN","126618"
"r_2","B","2021","4","3.1.1.03.1","num","75"
"r_2","B","2021","4","3.1.1.03.2","num","1666"
"r_2","B","2021","4","3.1.1.03.3","1000BGN","147121"
"r_2","B","2021","4","3.1.1.03.4","1000BGN","311539"
"r_2","B","2021","4","3.1.1.03.5","1000BGN","267616"
"r_2","B","2021","5","3.1.1.03.1","num","28"
"r_2","B","2021","5","3.1.1.03.2","num","3064"
"r_2","B","2021","5","3.1.1.03.3","1000BGN","152335"
"r_2","B","2021","5","3.1.1.03.4","1000BGN","345239"
"r_2","B","2021","5","3.1.1.03.5","1000BGN","320697"
"r_2","B","2021","6","3.1.1.03.1","num","10"
"r_2","B","2021","6","3.1.1.03.2","num","14234"
"r_2","B","2021","6","3.1.1.03.3","1000BGN","1376883"
"r_2","B","2021","6","3.1.1.03.4","1000BGN","3256248"
"r_2","B","2021","6","3.1.1.03.5","1000BGN","2294253"
"r_2","C","2021","0","3.1.1.03.1","num","30328"
"r_2","C","2021","0","3.1.1.03.2","num","491793"
"r_2","C","2021","0","3.1.1.03.3","1000BGN","18998446"
"r_2","C","2021","0","3.1.1.03.4","1000BGN","80888527"
"r_2","C","2021","0","3.1.1.03.5","1000BGN","75109111"
"r_2","C","2021","1","3.1.1.03.1","num","23577"
"r_2","C","2021","1","3.1.1.03.2","num","55999"
"r_2","C","2021","1","3.1.1.03.3","1000BGN","1648280"
"r_2","C","2021","1","3.1.1.03.4","1000BGN","3973689"
"r_2","C","2021","1","3.1.1.03.5","1000BGN","3560442"
"r_2","C","2021","4","3.1.1.03.1","num","5019"
"r_2","C","2021","4","3.1.1.03.2","num","107052"
"r_2","C","2021","4","3.1.1.03.3","1000BGN","3726435"
"r_2","C","2021","4","3.1.1.03.4","1000BGN","10764276"
"r_2","C","2021","4","3.1.1.03.5","1000BGN","9885083"
"r_2","C","2021","5","3.1.1.03.1","num","1474"
"r_2","C","2021","5","3.1.1.03.2","num","152838"
"r_2","C","2021","5","3.1.1.03.3","1000BGN","5935176"
"r_2","C","2021","5","3.1.1.03.4","1000BGN","21591355"
"r_2","C","2021","5","3.1.1.03.5","1000BGN","20063416"
"r_2","C","2021","6","3.1.1.03.1","num","258"
"r_2","C","2021","6","3.1.1.03.2","num","175904"
"r_2","C","2021","6","3.1.1.03.3","1000BGN","7688555"
"r_2","C","2021","6","3.1.1.03.4","1000BGN","44559207"
"r_2","C","2021","6","3.1.1.03.5","1000BGN","41600170"
"r_2","D","2021","0","3.1.1.03.1","num","2995"
"r_2","D","2021","0","3.1.1.03.2","num","32101"
"r_2","D","2021","0","3.1.1.03.3","1000BGN","16454606"
"r_2","D","2021","0","3.1.1.03.4","1000BGN","36243764"
"r_2","D","2021","0","3.1.1.03.5","1000BGN","33110674"
"r_2","D","2021","1","3.1.1.03.1","num","2872"
"r_2","D","2021","1","3.1.1.03.2","num","3202"
"r_2","D","2021","1","3.1.1.03.3","1000BGN","4336521"
"r_2","D","2021","1","3.1.1.03.4","1000BGN","4672931"
"r_2","D","2021","1","3.1.1.03.5","1000BGN","4091866"
"r_2","D","2021","4","3.1.1.03.1","num","80"
"r_2","D","2021","4","3.1.1.03.2","num","1493"
"r_2","D","2021","4","3.1.1.03.3","1000BGN","517474"
"r_2","D","2021","4","3.1.1.03.4","1000BGN","11618200"
"r_2","D","2021","4","3.1.1.03.5","1000BGN","11319299"
"r_2","D","2021","5","3.1.1.03.1","num","25"
"r_2","D","2021","5","3.1.1.03.2","num","2181"
"r_2","D","2021","5","3.1.1.03.3","1000BGN","621649"
"r_2","D","2021","5","3.1.1.03.4","1000BGN","6361915"
"r_2","D","2021","5","3.1.1.03.5","1000BGN","6353244"
"r_2","D","2021","6","3.1.1.03.1","num","18"
"r_2","D","2021","6","3.1.1.03.2","num","25225"
"r_2","D","2021","6","3.1.1.03.3","1000BGN","10978962"
"r_2","D","2021","6","3.1.1.03.4","1000BGN","13590718"
"r_2","D","2021","6","3.1.1.03.5","1000BGN","11346265"
"r_2","E","2021","0","3.1.1.03.1","num","855"
"r_2","E","2021","0","3.1.1.03.2","num","31612"
"r_2","E","2021","0","3.1.1.03.3","1000BGN","921729"
"r_2","E","2021","0","3.1.1.03.4","1000BGN","2916429"
"r_2","E","2021","0","3.1.1.03.5","1000BGN","2616281"
"r_2","E","2021","1","3.1.1.03.1","num","600"
"r_2","E","2021","1","3.1.1.03.2","num","1427"
"r_2","E","2021","1","3.1.1.03.3","1000BGN","77587"
"r_2","E","2021","1","3.1.1.03.4","1000BGN","304249"
"r_2","E","2021","1","3.1.1.03.5","1000BGN","273985"
"r_2","E","2021","4","3.1.1.03.1","num","157"
"r_2","E","2021","4","3.1.1.03.2","num","3499"
"r_2","E","2021","4","3.1.1.03.3","1000BGN","157158"
"r_2","E","2021","4","3.1.1.03.4","1000BGN","810869"
"r_2","E","2021","4","3.1.1.03.5","1000BGN","717021"
"r_2","E","2021","5","3.1.1.03.1","num","63"
"r_2","E","2021","5","3.1.1.03.2","num","6706"
"r_2","E","2021","5","3.1.1.03.3","1000BGN","203238"
"r_2","E","2021","5","3.1.1.03.4","1000BGN","596190"
"r_2","E","2021","5","3.1.1.03.5","1000BGN","521224"
"r_2","E","2021","6","3.1.1.03.1","num","35"
"r_2","E","2021","6","3.1.1.03.2","num","19980"
"r_2","E","2021","6","3.1.1.03.3","1000BGN","483746"
"r_2","E","2021","6","3.1.1.03.4","1000BGN","1205121"
"r_2","E","2021","6","3.1.1.03.5","1000BGN","1104051"
"r_2","F","2021","0","3.1.1.03.1","num","22728"
"r_2","F","2021","0","3.1.1.03.2","num","145277"
"r_2","F","2021","0","3.1.1.03.3","1000BGN","6312392"
"r_2","F","2021","0","3.1.1.03.4","1000BGN","23499721"
"r_2","F","2021","0","3.1.1.03.5","1000BGN","21601033"
"r_2","F","2021","1","3.1.1.03.1","num","19700"
"r_2","F","2021","1","3.1.1.03.2","num","41013"
"r_2","F","2021","1","3.1.1.03.3","1000BGN","3059099"
"r_2","F","2021","1","3.1.1.03.4","1000BGN","7997255"
"r_2","F","2021","1","3.1.1.03.5","1000BGN","7450401"
"r_2","F","2021","4","3.1.1.03.1","num","2529"
"r_2","F","2021","4","3.1.1.03.2","num","49174"
"r_2","F","2021","4","3.1.1.03.3","1000BGN","1307237"
"r_2","F","2021","4","3.1.1.03.4","1000BGN","5766764"
"r_2","F","2021","4","3.1.1.03.5","1000BGN","5145721"
"r_2","F","2021","5","3.1.1.03.1","num","466"
"r_2","F","2021","5","3.1.1.03.2","num","41084"
"r_2","F","2021","5","3.1.1.03.3","1000BGN","1365905"
"r_2","F","2021","5","3.1.1.03.4","1000BGN","6291582"
"r_2","F","2021","5","3.1.1.03.5","1000BGN","5762360"
"r_2","F","2021","6","3.1.1.03.1","num","33"
"r_2","F","2021","6","3.1.1.03.2","num","14006"
"r_2","F","2021","6","3.1.1.03.3","1000BGN","580151"
"r_2","F","2021","6","3.1.1.03.4","1000BGN","3444120"
"r_2","F","2021","6","3.1.1.03.5","1000BGN","3242551"
"r_2","G","2021","0","3.1.1.03.1","num","138011"
"r_2","G","2021","0","3.1.1.03.2","num","486961"
"r_2","G","2021","0","3.1.1.03.3","1000BGN","14615506"
"r_2","G","2021","0","3.1.1.03.4","1000BGN","165327298"
"r_2","G","2021","0","3.1.1.03.5","1000BGN","156854925"
"r_2","G","2021","1","3.1.1.03.1","num","130829"
"r_2","G","2021","1","3.1.1.03.2","num","230489"
"r_2","G","2021","1","3.1.1.03.3","1000BGN","3573855"
"r_2","G","2021","1","3.1.1.03.4","1000BGN","52271821"
"r_2","G","2021","1","3.1.1.03.5","1000BGN","49556501"
"r_2","G","2021","4","3.1.1.03.1","num","6307"
"r_2","G","2021","4","3.1.1.03.2","num","119036"
"r_2","G","2021","4","3.1.1.03.3","1000BGN","3639789"
"r_2","G","2021","4","3.1.1.03.4","1000BGN","45052309"
"r_2","G","2021","4","3.1.1.03.5","1000BGN","42542692"
"r_2","G","2021","5","3.1.1.03.1","num","785"
"r_2","G","2021","5","3.1.1.03.2","num","73105"
"r_2","G","2021","5","3.1.1.03.3","1000BGN","3024866"
"r_2","G","2021","5","3.1.1.03.4","1000BGN","40423831"
"r_2","G","2021","5","3.1.1.03.5","1000BGN","37982973"
"r_2","G","2021","6","3.1.1.03.1","num","90"
"r_2","G","2021","6","3.1.1.03.2","num","64331"
"r_2","G","2021","6","3.1.1.03.3","1000BGN","4376996"
"r_2","G","2021","6","3.1.1.03.4","1000BGN","27579337"
"r_2","G","2021","6","3.1.1.03.5","1000BGN","26772759"
"r_2","H","2021","0","3.1.1.03.1","num","22670"
"r_2","H","2021","0","3.1.1.03.2","num","161135"
"r_2","H","2021","0","3.1.1.03.3","1000BGN","17954440"
"r_2","H","2021","0","3.1.1.03.4","1000BGN","20823565"
"r_2","H","2021","0","3.1.1.03.5","1000BGN","19561138"
"r_2","H","2021","1","3.1.1.03.1","num","20596"
"r_2","H","2021","1","3.1.1.03.2","num","43389"
"r_2","H","2021","1","3.1.1.03.3","1000BGN","1203254"
"r_2","H","2021","1","3.1.1.03.4","1000BGN","6076903"
"r_2","H","2021","1","3.1.1.03.5","1000BGN","5610115"
"r_2","H","2021","4","3.1.1.03.1","num","1758"
"r_2","H","2021","4","3.1.1.03.2","num","32575"
"r_2","H","2021","4","3.1.1.03.3","1000BGN","1204802"
"r_2","H","2021","4","3.1.1.03.4","1000BGN","4952074"
"r_2","H","2021","4","3.1.1.03.5","1000BGN","4620851"
"r_2","H","2021","5","3.1.1.03.1","num","265"
"r_2","H","2021","5","3.1.1.03.2","num","25238"
"r_2","H","2021","5","3.1.1.03.3","1000BGN","1363025"
"r_2","H","2021","5","3.1.1.03.4","1000BGN","4052087"
"r_2","H","2021","5","3.1.1.03.5","1000BGN","3827042"
"r_2","H","2021","6","3.1.1.03.1","num","51"
"r_2","H","2021","6","3.1.1.03.2","num","59933"
"r_2","H","2021","6","3.1.1.03.3","1000BGN","14183359"
"r_2","H","2021","6","3.1.1.03.4","1000BGN","5742501"
"r_2","H","2021","6","3.1.1.03.5","1000BGN","5503130"
"r_2","I","2021","0","3.1.1.03.1","num","24635"
"r_2","I","2021","0","3.1.1.03.2","num","114843"
"r_2","I","2021","0","3.1.1.03.3","1000BGN","6649668"
"r_2","I","2021","0","3.1.1.03.4","1000BGN","5950145"
"r_2","I","2021","0","3.1.1.03.5","1000BGN","5345404"
"r_2","I","2021","1","3.1.1.03.1","num","22341"
"r_2","I","2021","1","3.1.1.03.2","num","49582"
"r_2","I","2021","1","3.1.1.03.3","1000BGN","1732203"
"r_2","I","2021","1","3.1.1.03.4","1000BGN","1919268"
"r_2","I","2021","1","3.1.1.03.5","1000BGN","1717511"
"r_2","I","2021","4","3.1.1.03.1","num","2038"
"r_2","I","2021","4","3.1.1.03.2","num","37254"
"r_2","I","2021","4","3.1.1.03.3","1000BGN","1552918"
"r_2","I","2021","4","3.1.1.03.4","1000BGN","2024739"
"r_2","I","2021","4","3.1.1.03.5","1000BGN","1763188"
"r_2","I","2021","5","3.1.1.03.1","num","246"
"r_2","I","2021","5","3.1.1.03.2","num","22513"
"r_2","I","2021","5","3.1.1.03.3","1000BGN","2500236"
"r_2","I","2021","5","3.1.1.03.4","1000BGN","1604166"
"r_2","I","2021","5","3.1.1.03.5","1000BGN","1472467"
"r_2","I","2021","6","3.1.1.03.1","num","10"
"r_2","I","2021","6","3.1.1.03.2","num","5494"
"r_2","I","2021","6","3.1.1.03.3","1000BGN","864311"
"r_2","I","2021","6","3.1.1.03.4","1000BGN","401972"
"r_2","I","2021","6","3.1.1.03.5","1000BGN","392238"
"r_2","J","2021","0","3.1.1.03.1","num","16450"
"r_2","J","2021","0","3.1.1.03.2","num","125209"
"r_2","J","2021","0","3.1.1.03.3","1000BGN","3234150"
"r_2","J","2021","0","3.1.1.03.4","1000BGN","17992042"
"r_2","J","2021","0","3.1.1.03.5","1000BGN","15275660"
"r_2","J","2021","1","3.1.1.03.1","num","15080"
"r_2","J","2021","1","3.1.1.03.2","num","23823"
"r_2","J","2021","1","3.1.1.03.3","1000BGN","529367"
"r_2","J","2021","1","3.1.1.03.4","1000BGN","3986357"
"r_2","J","2021","1","3.1.1.03.5","1000BGN","3095034"
"r_2","J","2021","4","3.1.1.03.1","num","1031"
"r_2","J","2021","4","3.1.1.03.2","num","21424"
"r_2","J","2021","4","3.1.1.03.3","1000BGN","760476"
"r_2","J","2021","4","3.1.1.03.4","1000BGN","2499102"
"r_2","J","2021","4","3.1.1.03.5","1000BGN","2291074"
"r_2","J","2021","5","3.1.1.03.1","num","270"
"r_2","J","2021","5","3.1.1.03.2","num","28127"
"r_2","J","2021","5","3.1.1.03.3","1000BGN","551878"
"r_2","J","2021","5","3.1.1.03.4","1000BGN","3601748"
"r_2","J","2021","5","3.1.1.03.5","1000BGN","3274757"
"r_2","J","2021","6","3.1.1.03.1","num","69"
"r_2","J","2021","6","3.1.1.03.2","num","51835"
"r_2","J","2021","6","3.1.1.03.3","1000BGN","1392429"
"r_2","J","2021","6","3.1.1.03.4","1000BGN","7904835"
"r_2","J","2021","6","3.1.1.03.5","1000BGN","6614795"
"r_2","L","2021","0","3.1.1.03.1","num","27207"
"r_2","L","2021","0","3.1.1.03.2","num","38580"
"r_2","L","2021","0","3.1.1.03.3","1000BGN","18904639"
"r_2","L","2021","0","3.1.1.03.4","1000BGN","7436620"
"r_2","L","2021","0","3.1.1.03.5","1000BGN","6019654"
"r_2","L","2021","1","3.1.1.03.1","num","26763"
"r_2","L","2021","1","3.1.1.03.2","num","28352"
"r_2","L","2021","1","3.1.1.03.3","1000BGN","16280098"
"r_2","L","2021","1","3.1.1.03.4","1000BGN","5727097"
"r_2","L","2021","1","3.1.1.03.5","1000BGN","4861086"
"r_2","L","2021","4","3.1.1.03.1","num","412"
"r_2","L","2021","4","3.1.1.03.2","num","7399"
"r_2","L","2021","4","3.1.1.03.3","1000BGN","1798392"
"r_2","L","2021","4","3.1.1.03.4","1000BGN","1090902"
"r_2","L","2021","4","3.1.1.03.5","1000BGN","912944"
"r_2","L","2021","5","3.1.1.03.1","num",".."
"r_2","L","2021","5","3.1.1.03.2","num",".."
"r_2","L","2021","5","3.1.1.03.3","1000BGN",".."
"r_2","L","2021","5","3.1.1.03.4","1000BGN",".."
"r_2","L","2021","5","3.1.1.03.5","1000BGN",".."
"r_2","L","2021","6","3.1.1.03.1","num",".."
"r_2","L","2021","6","3.1.1.03.2","num",".."
"r_2","L","2021","6","3.1.1.03.3","1000BGN",".."
"r_2","L","2021","6","3.1.1.03.4","1000BGN",".."
"r_2","L","2021","6","3.1.1.03.5","1000BGN",".."
"r_2","M","2021","0","3.1.1.03.1","num","47960"
"r_2","M","2021","0","3.1.1.03.2","num","113345"
"r_2","M","2021","0","3.1.1.03.3","1000BGN","2408502"
"r_2","M","2021","0","3.1.1.03.4","1000BGN","10621577"
"r_2","M","2021","0","3.1.1.03.5","1000BGN","8342738"
"r_2","M","2021","1","3.1.1.03.1","num","46753"
"r_2","M","2021","1","3.1.1.03.2","num","69958"
"r_2","M","2021","1","3.1.1.03.3","1000BGN","1658800"
"r_2","M","2021","1","3.1.1.03.4","1000BGN","6214088"
"r_2","M","2021","1","3.1.1.03.5","1000BGN","4553480"
"r_2","M","2021","4","3.1.1.03.1","num","1056"
"r_2","M","2021","4","3.1.1.03.2","num","19303"
"r_2","M","2021","4","3.1.1.03.3","1000BGN","396866"
"r_2","M","2021","4","3.1.1.03.4","1000BGN","2300128"
"r_2","M","2021","4","3.1.1.03.5","1000BGN","1899807"
"r_2","M","2021","5","3.1.1.03.1","num","132"
"r_2","M","2021","5","3.1.1.03.2","num","12644"
"r_2","M","2021","5","3.1.1.03.3","1000BGN","203603"
"r_2","M","2021","5","3.1.1.03.4","1000BGN","1314151"
"r_2","M","2021","5","3.1.1.03.5","1000BGN","1175878"
