RevisionColumn,PlaceResidence,GenderID,Units,periods,ValueColumn
"r_6","1","0","1000cp","2016Q4","72.5"
"r_6","1","1","1000cp","2016Q4","39"
"r_6","1","2","1000cp","2016Q4","33.5"
"r_6","2","0","1000cp","2016Q4","91"
"r_6","2","1","1000cp","2016Q4","53.2"
"r_6","2","2","1000cp","2016Q4","37.8"
"r_7","0","0","1000cp","2017Q1","134.6"
"r_7","0","1","1000cp","2017Q1","72.3"
"r_7","0","2","1000cp","2017Q1","62.3"
"r_7","1","0","1000cp","2017Q1","60.7"
"r_7","1","1","1000cp","2017Q1","31.3"
"r_7","1","2","1000cp","2017Q1","29.4"
"r_7","2","0","1000cp","2017Q1","73.9"
"r_7","2","1","1000cp","2017Q1","41"
"r_7","2","2","1000cp","2017Q1","32.8"
"r_8","0","0","1000cp","2017Q2","119.6"
"r_8","0","1","1000cp","2017Q2","60.4"
"r_8","0","2","1000cp","2017Q2","59.2"
"r_8","1","0","1000cp","2017Q2","56.6"
"r_8","1","1","1000cp","2017Q2","27.5"
"r_8","1","2","1000cp","2017Q2","29.1"
"r_8","2","0","1000cp","2017Q2","63"
"r_8","2","1","1000cp","2017Q2","32.9"
"r_8","2","2","1000cp","2017Q2","30.1"
"r_9","0","0","1000cp","2017Q3","107.4"
"r_9","0","1","1000cp","2017Q3","56.6"
"r_9","0","2","1000cp","2017Q3","50.8"
"r_9","1","0","1000cp","2017Q3","56"
"r_9","1","1","1000cp","2017Q3","30.8"
"r_9","1","2","1000cp","2017Q3","25.3"
"r_9","2","0","1000cp","2017Q3","51.4"
"r_9","2","1","1000cp","2017Q3","25.8"
"r_9","2","2","1000cp","2017Q3","25.6"
"r_10","0","0","1000cp","2017Q4","101.7"
"r_10","0","1","1000cp","2017Q4","53.3"
"r_10","0","2","1000cp","2017Q4","48.4"
"r_10","1","0","1000cp","2017Q4","52.2"
"r_10","1","1","1000cp","2017Q4","27.7"
"r_10","1","2","1000cp","2017Q4","24.5"
"r_10","2","0","1000cp","2017Q4","49.5"
"r_10","2","1","1000cp","2017Q4","25.5"
"r_10","2","2","1000cp","2017Q4","23.9"
"r_11","0","0","1000cp","2018Q1","95.7"
"r_11","0","1","1000cp","2018Q1","47.6"
"r_11","0","2","1000cp","2018Q1","48.1"
"r_11","1","0","1000cp","2018Q1","48.3"
