RevisionColumn,PlaceResidence,GenderID,periods,Units,ValueColumn
"r_16","0","1","2019Q2","perc","63.4"
"r_16","0","2","2019Q2","perc","51.1"
"r_16","1","0","2019Q2","perc","60.2"
"r_16","1","1","2019Q2","perc","66"
"r_16","1","2","2019Q2","perc","55.1"
"r_16","2","0","2019Q2","perc","48.2"
"r_16","2","1","2019Q2","perc","56.8"
"r_16","2","2","2019Q2","perc","39.9"
"r_17","0","0","2019Q3","perc","57.4"
"r_17","0","1","2019Q3","perc","64.4"
"r_17","0","2","2019Q3","perc","51"
"r_17","1","0","2019Q3","perc","60.6"
"r_17","1","1","2019Q3","perc","67.1"
"r_17","1","2","2019Q3","perc","54.8"
"r_17","2","0","2019Q3","perc","48.6"
